Período,Fecha de nacimiento,Sexo,NivelFormativo,Discapacidad,Inmigrante,Perceptor,DificilInsercion,Tipo acción,Colocacion,FechaColocacion,FechaFinContrato,TipoContrato,,
02/22,03/07/1967,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/12/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,02/01/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/04/1978,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,04/04/1983,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,25/04/1965,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,07/05/1975,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,14/08/1982,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,30/05/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/11/1992,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,09/01/1970,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,31/03/1964,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/05/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/06/1976,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/03/1988,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,18/03/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/07/1979,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,13/08/1988,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,13/11/1970,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/01/1969,Hombre,Estudios secundarios,N,S,S,S,Intento colocación,N,,,,,
02/22,15/11/1978,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,13/06/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/01/1988,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,04/06/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,08/04/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/01/1970,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,12/02/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/03/1969,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
02/22,24/02/1959,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,22/07/1972,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/10/1989,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,03/09/1989,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,22/09/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/08/1977,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,17/06/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/07/1986,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,09/07/1986,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/10/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,30/11/1968,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,16/05/1994,Mujer,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,11/09/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,10/12/1963,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,23/09/1984,Hombre,Estudios primarios,N,N,S,N,Intento colocación,N,,,,,
02/22,13/02/1957,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/09/1975,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,21/12/1988,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/08/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/07/1973,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,05/11/1961,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/10/1976,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
02/22,19/12/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/07/1967,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,22/05/1990,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,30/01/1968,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,28/05/1975,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/05/1995,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,28/02/1973,Mujer,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,13/04/1996,Mujer,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,17/11/1971,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,19/12/1967,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,17/12/1994,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,07/07/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/03/1971,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/01/1984,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,16/07/1992,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/11/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/05/1980,Hombre,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
02/22,07/06/1996,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/07/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/02/1971,Hombre,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,03/02/1963,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/01/1966,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,24/09/1996,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,28/02/1987,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,04/08/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/02/1978,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,14/05/1981,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,12/03/1993,Mujer,Estudios secundarios,N,S,S,S,Intento colocación,N,,,,,
02/22,03/04/1973,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,28/05/1987,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,19/12/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/05/1989,Hombre,Estudios primarios,S,N,N,S,Alta,N,,,,,
02/22,29/05/1989,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
02/22,29/06/1996,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/07/1981,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/08/1973,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/12/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/06/1974,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/01/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/05/1991,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/12/1980,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,27/09/1991,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,04/06/1992,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,08/01/1995,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,08/04/1959,Hombre,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,09/01/1969,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,28/06/1995,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,16/02/1979,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,23/04/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/11/1960,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/11/1977,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/03/1962,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,15/03/1985,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,04/01/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/03/1976,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,09/05/1975,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/07/1975,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/03/1978,Hombre,Estudios primarios,N,N,N,N,Intento colocación,N,,,,,
02/22,15/11/1985,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,23/06/1964,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/01/1976,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
02/22,05/12/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/09/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,21/10/1974,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,20/02/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,24/11/1985,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/04/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/12/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/07/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/06/1983,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
02/22,07/06/1983,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,08/05/1980,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
02/22,30/11/1959,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,07/06/1993,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,07/06/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/05/1973,Mujer,Estudios secundarios,N,S,S,S,Intento colocación,N,,,,,
02/22,19/05/1971,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,25/10/1972,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
02/22,19/02/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/01/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/09/1968,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,12/02/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/10/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/07/1993,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/08/1996,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/11/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/01/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/12/1989,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,18/04/1984,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
02/22,26/07/1995,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/12/1974,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/07/1965,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,31/10/1975,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
02/22,25/06/1966,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/04/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/12/1995,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,08/02/1985,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,05/05/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/04/1973,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,17/09/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,25/03/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/12/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,10/12/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/01/1962,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,22/11/1963,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/02/1964,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/06/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/01/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/12/1982,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
02/22,22/07/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/10/1983,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,21/02/2001,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/08/1986,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,24/02/1982,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,24/02/1982,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/12/2000,Hombre,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,08/01/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/05/1974,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,01/02/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/12/1995,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,07/11/1998,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/10/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/05/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/03/1995,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,09/11/1980,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,22/02/1975,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,22/02/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/08/1972,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,20/10/1964,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,01/06/1976,Mujer,Sin estudios,N,S,N,S,Alta,N,,,,,
02/22,13/01/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/03/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/01/1974,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,04/11/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/12/1967,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,27/01/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/03/1990,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,14/09/1989,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,29/04/1974,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/09/1977,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,22/02/1972,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/04/1973,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,06/05/1968,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/06/1972,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/04/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/04/1973,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/06/1968,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/12/1976,Mujer,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
02/22,19/08/1954,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,01/05/1985,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
02/22,26/09/1987,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,06/08/1974,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,24/10/1969,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/12/1973,Hombre,Estudios primarios,N,S,N,S,Alta,N,,,,,
02/22,24/07/1991,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/07/1957,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/09/1983,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,22/11/1981,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/05/1999,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,07/02/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/03/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/02/1996,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/07/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,22/04/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/09/1981,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,12/12/1988,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
02/22,06/02/1981,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
02/22,06/02/1981,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,15/11/1988,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,20/12/1962,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/08/1976,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,23/09/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/01/1977,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,11/05/1980,Mujer,Estudios secundarios,S,S,N,S,Intento colocación,N,,,,,
02/22,05/07/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/06/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,21/03/1984,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,21/09/1973,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/12/1979,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/08/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/03/1963,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,31/07/1981,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,15/12/1965,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/08/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,24/09/1974,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,13/12/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/07/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/05/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,01/07/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/08/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/09/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/03/1980,Hombre,Estudios primarios,N,N,N,N,Intento colocación,N,,,,,
02/22,23/03/1963,Hombre,Estudios post-secundarios,N,S,S,S,Alta,N,,,,,
02/22,13/07/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/03/1979,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,18/06/1999,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/09/1986,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,05/01/1971,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,18/10/1968,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/06/2000,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/01/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/12/1981,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,27/12/1967,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/01/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/03/1983,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
02/22,01/02/1985,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
02/22,26/05/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,28/01/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/08/1975,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,22/12/1979,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,27/06/1990,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/12/1965,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,04/08/1995,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/12/1964,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/02/1968,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,06/03/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/02/1964,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/11/1999,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/08/1999,Mujer,Sin estudios,S,N,N,S,Intento colocación,N,,,,,
